Turn, Event, Origin City, Destination City, Attached Resource, Origin Yields
303, Route Ended (Plundered), LOC_CITY_NAME_KANDY, LOC_CITY_NAME_BUENOS_AIRES,Resource -1 (x0),Origin Yields,1.00,0.00,10.00,1.00,1.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
304, Route Started, LOC_CITY_NAME_MANAUS, LOC_CITY_NAME_FORTALEZA,Resource -1 (x0),Origin Yields,1.00,2.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
307, Route Ended (Expired), LOC_CITY_NAME_KYOTO, LOC_CITY_NAME_OSAKA,Resource -1 (x0),Origin Yields,3.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
307, Route Ended (Expired), LOC_CITY_NAME_STOCKHOLM, LOC_CITY_NAME_NAN_MADOL,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,0.00,1.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
308, Route Started, LOC_CITY_NAME_KYOTO, LOC_CITY_NAME_OSAKA,Resource -1 (x0),Origin Yields,3.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
308, Route Started, LOC_CITY_NAME_STOCKHOLM, LOC_CITY_NAME_NAN_MADOL,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,0.00,1.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
309, Route Ended (Expired), LOC_CITY_NAME_SEOUL, LOC_CITY_NAME_AMSTERDAM,Resource -1 (x0),Origin Yields,0.00,0.00,14.00,1.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
310, Route Started, LOC_CITY_NAME_SEOUL, LOC_CITY_NAME_AMSTERDAM,Resource -1 (x0),Origin Yields,0.00,0.00,14.00,1.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
311, Route Ended (Expired), LOC_CITY_NAME_LA_VENTA, LOC_CITY_NAME_RIO_DE_JANEIRO,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,1.00,1.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
312, Route Started, LOC_CITY_NAME_LA_VENTA, LOC_CITY_NAME_RIO_DE_JANEIRO,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,1.00,1.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
313, Route Ended (Expired), LOC_CITY_NAME_JIAODONG, LOC_CITY_NAME_CHANGSHA,Resource -1 (x0),Origin Yields,2.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
314, Route Started, LOC_CITY_NAME_JIAODONG, LOC_CITY_NAME_YIYANG,Resource -1 (x0),Origin Yields,1.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
316, Route Ended (Expired), LOC_CITY_NAME_KYOTO, LOC_CITY_NAME_OKAYAMA,Resource -1 (x0),Origin Yields,1.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
317, Route Started, LOC_CITY_NAME_KYOTO, LOC_CITY_NAME_BRUSSELS,Resource -1 (x0),Origin Yields,0.00,1.00,6.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
317, Route Ended (Expired), LOC_CITY_NAME_JIAODONG, LOC_CITY_NAME_XIAN,Resource -1 (x0),Origin Yields,4.00,4.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
317, Route Ended (Expired), LOC_CITY_NAME_AMSTERDAM, LOC_CITY_NAME_SEOUL,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,3.00,1.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
317, Route Ended (Expired), LOC_CITY_NAME_NAN_MADOL, LOC_CITY_NAME_POKROVKA,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,1.00,0.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
318, Route Started, LOC_CITY_NAME_JIAODONG, LOC_CITY_NAME_XIAN,Resource -1 (x0),Origin Yields,4.00,4.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
318, Route Started, LOC_CITY_NAME_AMSTERDAM, LOC_CITY_NAME_SEOUL,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,3.00,1.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
318, Route Started, LOC_CITY_NAME_NAN_MADOL, LOC_CITY_NAME_POKROVKA,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,1.00,0.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
319, Route Started, LOC_CITY_NAME_KANDY, LOC_CITY_NAME_BUENOS_AIRES,Resource -1 (x0),Origin Yields,1.00,0.00,10.00,1.00,1.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
320, Route Started, LOC_CITY_NAME_NIDAROS, LOC_CITY_NAME_IWNW,Resource -1 (x0),Origin Yields,2.00,1.00,5.00,1.00,1.00,0.00,Destination Yields,0.00,0.00,2.00,0.00,0.00,0.00
320, Route Ended (Expired), LOC_CITY_NAME_BUENOS_AIRES, LOC_CITY_NAME_NIDAROS,Resource -1 (x0),Origin Yields,2.00,2.00,2.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
321, Route Started, LOC_CITY_NAME_BUENOS_AIRES, LOC_CITY_NAME_KANDY,Resource -1 (x0),Origin Yields,0.00,0.00,9.00,0.00,0.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
321, Route Ended (Expired), LOC_CITY_NAME_CARTHAGE, LOC_CITY_NAME_NAN_MADOL,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,1.00,2.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
322, Route Ended (Expired), LOC_CITY_NAME_BRUSSELS, LOC_CITY_NAME_POKROVKA,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,1.00,0.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
322, Route Started, LOC_CITY_NAME_CARTHAGE, LOC_CITY_NAME_NAN_MADOL,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,1.00,2.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
